Product Name,Specifications,Price,MRP,Image URL,Rating
"Infinix HOT 30i (Glacier Blue, 64 GB)","['4 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '16.76 cm (6.6 inch) HD+ Display', '50MP + AI Lens | 5MP Front Camera', '5000 mAh Battery', 'G37 Processor', '1 Year on Handset and 6 Months on Accessories']","₹7,999","₹9,999",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/w/v/b/-original-imagz3cuzzsyh8ud.jpeg?q=70,4.3
"Infinix HOT 30i (Diamond White, 128 GB)","['8 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.76 cm (6.6 inch) HD+ Display', '50MP + AI Lens | 5MP Front Camera', '5000 mAh Battery', 'G37 Processor', '1 Year on Handset and 6 Months on Accessories']","₹8,999","₹11,999",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/0/3/4/-original-imagz3cuyhmc45pc.jpeg?q=70,4.3
"Infinix HOT 30i (Diamond White, 64 GB)","['4 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '16.76 cm (6.6 inch) HD+ Display', '50MP + AI Lens | 5MP Front Camera', '5000 mAh Battery', 'G37 Processor', '1 Year on Handset and 6 Months on Accessories']","₹7,999","₹9,999",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/0/3/4/-original-imagz3cuyhmc45pc.jpeg?q=70,4.3
"MOTOROLA e32 (Arctic Blue, 64 GB)","['4 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '16.51 cm (6.5 inch) HD+ Display', '50MP + 2MP | 8MP Front Camera', '5000 mAh Battery', 'Mediatek Helio G37 Processor', '1 Year on Handset and 6 Months on Accessories']","₹7,999","₹11,999",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/i/7/t/-original-imaggsezqmkqehan.jpeg?q=70,3.9
"POCO C50 (Country Green, 32 GB)","['3 GB RAM | 32 GB ROM | Expandable Upto 512 GB', '16.56 cm (6.52 inch) HD+ Display', '8MP Dual Camera | 5MP Front Camera', '5000 mAh Lithium Polymer Battery', 'Mediatek Helio A22 Processor, Upto 2.0 GHz Processor', '1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories']","₹6,199","₹9,999",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/3/l/x/-original-imaghmtcmxwgypsk.jpeg?q=70,4
"REDMI 10 (Shadow Black, 64 GB)","['4 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '17.02 cm (6.7 inch) HD+ Display', '50MP + 2MP | 5MP Front Camera', '6000 mAh Lithium Polymer Battery', 'Qualcomm Snapdragon 680 Processor', '1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories']","₹9,499","₹14,999",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/q/g/a/-original-imagndzzegs4guek.jpeg?q=70,4.3
"vivo T2x 5G (Glimmer Black, 128 GB)","['6 GB RAM | 128 GB ROM', '16.71 cm (6.58 inch) Full HD+ Display', '50MP + 2MP | 8MP Front Camera', '5000 mAh Battery', 'Dimensity 6020 Processor', '1 Year of Device & 6 Months for Inbox Accessories']","₹13,999","₹18,999",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70,4.4
"vivo T2x 5G (Marine Blue, 128 GB)","['6 GB RAM | 128 GB ROM', '16.71 cm (6.58 inch) Full HD+ Display', '50MP + 2MP | 8MP Front Camera', '5000 mAh Battery', 'Dimensity 6020 Processor', '1 Year of Device & 6 Months for Inbox Accessories']","₹13,999","₹18,999",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70,4.4
"MOTOROLA g13 (Matte Charcoal, 128 GB)","['4 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.51 cm (6.5 inch) HD+ Display', '50MP + 2MP + 2MP | 8MP Front Camera', '5000 mAh Battery', 'Helio G85 Processor', '1 Year on Handset and 6 Months on Accessories']","₹9,999","₹13,999",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/s/q/e/g13-pawv0027in-motorola-original-imagz4rb7zgfjejf.jpeg?q=70,3.9
"vivo T2x 5G (Aurora Gold, 128 GB)","['4 GB RAM | 128 GB ROM', '16.71 cm (6.58 inch) Full HD+ Display', '50MP + 2MP | 8MP Front Camera', '5000 mAh Battery', 'Dimensity 6020 Processor', '1 Year of Device & 6 Months for Inbox Accessories']","₹12,999","₹17,999",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70,4.5
"vivo T2x 5G (Marine Blue, 128 GB)","['8 GB RAM | 128 GB ROM', '16.71 cm (6.58 inch) Full HD+ Display', '50MP + 2MP | 8MP Front Camera', '5000 mAh Battery', 'Dimensity 6020 Processor', '1 Year of Device & 6 Months for Inbox Accessories']","₹15,999","₹20,999",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70,4.3
"vivo T2x 5G (Marine Blue, 128 GB)","['4 GB RAM | 128 GB ROM', '16.71 cm (6.58 inch) Full HD+ Display', '50MP + 2MP | 8MP Front Camera', '5000 mAh Battery', 'Dimensity 6020 Processor', '1 Year of Device & 6 Months for Inbox Accessories']","₹12,999","₹17,999",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70,4.5
"MOTOROLA e32 (Eco Black, 64 GB)","['4 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '16.51 cm (6.5 inch) HD+ Display', '50MP + 2MP | 8MP Front Camera', '5000 mAh Battery', 'Mediatek Helio G37 Processor', '1 Year on Handset and 6 Months on Accessories']","₹7,999","₹11,999",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/j/w/v/-original-imaggsezzjzfcg4h.jpeg?q=70,3.9
"POCO M5 (Icy Blue, 64 GB)","['4 GB RAM | 64 GB ROM | Expandable Upto 512 GB', '16.71 cm (6.58 inch) Full HD+ Display', '50MP + 2MP Depth Sensor + 2MP Macro Sensor | 8MP Front Camera', '5000 mAh Lithium-ion Polymer Battery', 'Mediatek Helio G99 Processor', '1 Year for Handset, 6 Months for Accessories']","₹8,749","₹15,999",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/s/s/a/-original-imaghsptxpgsqqry.jpeg?q=70,4.2
"Infinix HOT 30i (Mirror Black, 64 GB)","['4 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '16.76 cm (6.6 inch) HD+ Display', '50MP + AI Lens | 5MP Front Camera', '5000 mAh Battery', 'G37 Processor', '1 Year on Handset and 6 Months on Accessories']","₹7,999","₹9,999",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/4/q/v/-original-imagz3curry7jhsy.jpeg?q=70,4.3
"REDMI 10 (Caribbean Green, 128 GB)","['6 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '17.02 cm (6.7 inch) HD+ Display', '50MP + 2MP | 5MP Front Camera', '6000 mAh Lithium Polymer Battery', 'Qualcomm Snapdragon 680 Processor', '1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories']","₹10,999","₹16,999",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/g/p/x/-original-imagk4nz54s7a7rf.jpeg?q=70,4.2
